id,icij_sar_id,filer_org_name_id,filer_org_name,begin_date,end_date,originator_bank_id,originator_bank,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
223267,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 15, 2012","May 15, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,13000
223268,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 14, 2012","May 14, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,400.01
223269,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 11, 2012","May 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7290
223270,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 11, 2012","May 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7290
223271,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 11, 2012","May 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7090
223272,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 10, 2012","May 10, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7290
223273,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 27, 2012","Apr 27, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7390
223274,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 24, 2012","Apr 24, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7290
223275,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 23, 2012","Apr 23, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7240
223276,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 19, 2012","Apr 19, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7280
223277,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 17, 2012","Apr 17, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7290
223278,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 12, 2012","Apr 12, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7189
223279,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,6990
223280,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 5, 2012","Apr 5, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,7160
223281,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 2, 2012","Apr 2, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,skandinaviska-enskilda-banken-stockholm-sweden-swe,Skandinaviska Enskilda Banken,Sweden,SWE,,28973.97
223282,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jul 17, 2012","Jul 17, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,3334.42
223283,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 29, 2012","Jun 29, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,475
223284,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,2884.21
223285,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,5000
223286,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,400
223287,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,350
223288,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,200
223289,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,200
223290,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,240
223291,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,250
223292,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1827.41
223293,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 20, 2012","Jun 20, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,400
223294,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 11, 2012","Jun 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,772
223295,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 11, 2012","Jun 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,459.49
223296,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 11, 2012","Jun 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,167
223297,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1320.44
223298,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,112.32
223299,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,200
223300,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,300
223301,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,290
223302,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1880
223303,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jun 8, 2012","Jun 8, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,480
223304,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 30, 2012","May 30, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,146
223305,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 29, 2012","May 29, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,600
223306,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 29, 2012","May 29, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,500
223307,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 29, 2012","May 29, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,195
223308,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 24, 2012","May 24, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,40
223309,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 21, 2012","May 21, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,490
223310,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 17, 2012","May 17, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,197.44
223311,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 15, 2012","May 15, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,9990
223312,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 15, 2012","May 15, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,370
223313,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 14, 2012","May 14, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,979
223314,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 11, 2012","May 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,19990
223315,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 11, 2012","May 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,2174.73
223316,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 11, 2012","May 11, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,535
223317,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 10, 2012","May 10, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,5380
223318,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 10, 2012","May 10, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,607.49
223319,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 10, 2012","May 10, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1490
223320,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 10, 2012","May 10, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,210
223321,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 10, 2012","May 10, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,419.15
223322,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 9, 2012","May 9, 2012",barclays-bank-plc-ho-uk,Barclays Bank Plc Ho UK,United Kingdom,GBR,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,2519.94
223323,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 27, 2012","Apr 27, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,437.86
223324,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 27, 2012","Apr 27, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,2500
223325,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 25, 2012","Apr 25, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1245
223326,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 25, 2012","Apr 25, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,300
223327,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 25, 2012","Apr 25, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,636.65
223328,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 24, 2012","Apr 24, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,500
223329,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 24, 2012","Apr 24, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,700
223330,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 24, 2012","Apr 24, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,750
223331,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 23, 2012","Apr 23, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,435.67
223332,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 20, 2012","Apr 20, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,290
223333,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 16, 2012","Apr 16, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,506.14
223334,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 16, 2012","Apr 16, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1150
223335,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 16, 2012","Apr 16, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,544
223336,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 13, 2012","Apr 13, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1490
223337,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 12, 2012","Apr 12, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,390
223338,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,40
223339,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1990
223340,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,990.5
223341,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,90
223342,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,1558
223343,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,667.94
223344,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,890.71
223345,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,3654.55
223346,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 10, 2012","Apr 10, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,224.18
223347,2924,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 5, 2012","Apr 5, 2012",natwest-offshore, Natwest Offshore,Gibraltar,GIB,commonwealth-bank-of-australia-sydney-australia-aus,Commonwealth Bank of Australia,Australia,AUS,,14417
